연번,관광지명,관광지 분야,관광지 구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자
573,아이스뮤지엄,기타,관광지,제주특별자치도 제주시 은수길 69,,33.472158,126.488026,,,,,,,다양한 식물과 잘 다듬어진 산책로로 많은 사람들이 도심 속 자연을 느끼기 위해 찾는 한라수목원 근처에는 사계절 내내 겨울인 수목원테마파크 안 ‘아이스뮤지엄’이 있다. 실내에 구성된 아이스뮤지엄은 365일 내내 아무런 제약 없이 이용이 가능하다. 아이스뮤지엄에서는 다양한 형상의 예술적인 얼음조각상 들을 만나볼 수 있으며· 얼음으로 만들어진 미끄럼틀을 체험할 수 있다.,064-710-2114,제주특별자치도청,2022-12-01
574,아침미소목장,기타,관광지,제주특별자치도 제주시 첨단동길 160-20,,33.454442,126.586613,,,,,,,제주시 근교에 자리한 아침미소목장은 건강한 젖소들이 자라는 친환경 목장이다. 넓은 초원에 소들을 방목해 키우며 들판 너머 한라산이 보이는 풍경이 평화롭다. 목장 안에 경치 좋은 카페가 있어 목가적인 분위기를 즐기며 느긋하게 쉬어가기도 좋다. 이곳에서 직접 짠 우유와 요구르트· 치즈 제품들을 맛볼 수 있다.,064-710-2114,제주특별자치도청,2022-12-01
575,아침한의원,의료,관광지,제주특별자치도 제주시 한림읍 한림중앙로 31,,33.412006,126.265377,,,,,,,제주도 서쪽 한림읍에 위치한 한의원으로· 한의학박사 한방내과전문의 원장이 진료하고 있다. 현대인들의 만성적인 어깨통증· 피로· 두통· 어지럼증· 불면증 등을 침과 한약 등 한의학적 치료법으로 효과적으로 치료하고 있다. 또한 우리 몸의 여러가지 증상이나 만성적인 질환들을 체질적인 특징으로 체계화한 한국 고유의 사상체질의학 치료도 하고 있다.,064-710-2114,제주특별자치도청,2022-12-01
576,아쿠아플라넷제주,기타,관광지,제주특별자치도 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,제주특별자치도 서귀포시 고성리 127-3 아쿠아플라넷 제주,33.432609,126.927175,,,,,,,아쿠아플라넷 제주는 아시아 최대 규모(연면적 2만5600m²· 1만800톤)를 자랑하는 아쿠아리움이다. 이는 63씨월드의 약 11배에 달하는 규모로· 단일 수조로는 세계 최대급을 보유하고 있다. 500여종 4만8000마리의 전시생물 또한 세계 top10 안에 든다. ‘교육과 문화· 엔터테인먼트’를 동시에 즐길 수 있는 ‘어뮤즈먼트 테마파크’를 표방한 <아쿠아 플라넷 제주>는 제주의 앞 바다를 재현한 초대형 수조 '제주의 바다'를 비롯해 ‘해양과학 체험관’· ‘대형 해양공연장’ 등을 운영하고 있어 다양한 컨텐츠를 접할 수 있다.,064-710-2114,제주특별자치도청,2022-12-01
577,아프리카박물관,기타,관광지,제주특별자치도 서귀포시 이어도로 49,제주특별자치도 서귀포시 대포동 1833,33.23984,126.429144,,,,,,,아프리카박물관은 아름다운 제주를 찾는 국내외 많은 관광객들에게 아프리카 문화를 보다 폭넓게 알리기 위하여 제주특별자치도 중문관광단지에 그 터를 잡고 있다. 아프리카에 대한 잘못된 인식과 선입견을 바로 잡을 수 있는 방향을 제시하고· 아프리카 생활과 문화를 간접적으로나마 체험할 수 있는 문화공간이다.,064-710-2114,제주특별자치도청,2022-12-01
578,안덕계곡,자연,관광지,제주특별자치도 서귀포시 안덕면 일주서로 1524,제주특별자치도 서귀포시 안덕면 감산리 359-1,33.256365,126.351837,17896,공용주차장+화장실+안내시설,리조트+펜션+게스트하우스,,3890,80,제주의 계곡 중에서 가장 아름다운 계곡이다. 병풍처럼 둘러쳐진 기암절벽과 평평한 암반 바닥에서 유유히 흐르는 맑은 물이 멋스런 운치를 자아낸다. 안덕계곡은 먼 옛날 하늘이 울고 땅이 진동하고 구름과 안개가 낀지 7일 만에 큰 신들이 일어서고 시냇물이 암벽 사이를 굽이굽이 흘러 치안치덕(治安治德)한 곳이라 하여 붙여진 이름이다. 구실잣밤나무· 참식나무· 후박나무· 동백나무· 감탕나무· 담팔수 등 난대 수림에서 뿜어 나오는 수액이 싱그러움을 더해준다.,064-712-6998,제주특별자치도청,2022-12-01
579,안덕면 사계어촌계,자연,관광지,제주특별자치도 서귀포시 안덕면 형제해안로 13-1,제주특별자치도 서귀포시 안덕면 사계리 2147-30,33.228084,126.304598,67200,화장실+구급함,호텔+펜션+게스트하우스+민박,,14609,70,계리 어촌계는 서귀포시 안덕면 서남부에 위치한다. 이 마을은 2.7km 해안선을 따라 취락이 형성되어 있어 동쪽으로는 산방산· 남쪽으로는 형제섬· 송악산과 가파도· 마라도가 보이는 마을이다. 이곳은 용머리해안과 하멜상선 기념관 등 많은 천연관광자원은 물론이고 바릇잡이 체험· 선상낚시체험· 테우체험· 선상방어낚시체험· 스킨스쿠버체험· 구멍낚시 체험 등 바다체험을 즐길 수 있는 곳이기도 하다. 볼거리뿐만 아니라 사계 어촌계는 활소라· 전복· 홍해삼· 톳 등의 청정 해산물도 유명하다.,064-712-6999,제주특별자치도청,2022-12-01
580,안돌오름,오름,관광지,,,33.457532,126.755848,,,,,,,안돌오름은 북서쪽 봉우리가 정상이고· 남동쪽 봉우리와의 사이에 동쪽으로 골이 패여 말굽형 화구를 이룬다. 화구 안사면의 골이 패인 곳에서만 유일하게 나무가 우거져 자연림을 이룬다. 그 외 사면은 매끈한 풀밭이다.,064-710-2114,제주특별자치도청,2022-12-01
581,안세미(명도오름),자연,관광지,제주특별자치도 제주시 번영로 940,제주특별자치도 제주시 회천동 41,33.474782,126.636592,55701,,관광호텔,,12109,,안세미오름은 오름 자락에 조리세미(명도암물)가 있는데· 이 샘을 중심으로 안쪽은 안세미오름 바깥쪽은 밧세미오름이라고 부른다고 전한다. 이 두 오름을 형제오름· 형제봉이라고 한다.,064-710-6072,제주특별자치도청,2022-12-01
582,알뜨르격납고밭담길,유적,관광지,,제주특별자치도 서귀포시 대정읍 상모리 1629-5,33.202986,126.276903,92600,주차장+화장실 +정자쉼터,펜션+관광호텔+게스트하우스,,,40,아름답고 드넓은 벌판에서 일어났던 숨은 역사의 현장을 배우고 느껴보자,064-710-6258,제주특별자치도청,2022-12-01
583,알뜨르비행장,유적,관광지,,제주특별자치도 서귀포시 대정읍 상모리 411,33.211637,126.284164,1320000,주차장+화장실,펜션+관광호텔+게스트하우스,,,40,알뜨르비행장은 중일전쟁· 남경 폭격을 준비하기 위해 만들어졌다. 약 10년간 모슬포 지역의 주민들을 강제 징용하여 만들었다고 알려져 무고한 제주도민들이 희생된 아픔이 남겨진 곳이다. 일본의 극단적인 전술인 가미카제를 위한 조종 훈련을 이곳에서 시행했다고 알려지고 있다. 넓은 들판 가운데 곳곳에 20개의 격납고가 있으며 19개가 원형의 모습대로 보존되어 있다.,064-710-6258,제주특별자치도청,2022-12-01
584,알밤오름,자연,관광지,제주특별자치도 제주시 조천읍 선흘남4길 229,제주특별자치도 제주시 조천읍 선흘리 산60,33.492292,126.703394,505969,,관광호텔,,109993,,조천읍 선흘1리 목선동 사거리 교차로 도로변에 위치한 오름으로· 정상으로 오르는 길은 목선동 사거리 밭으로 나 있다. 오름 모양이 밤알같이 생겼고· 2개의 밤오름중 웃밤오름에 비해 아래쪽에 있어서 알밤오름이라 부른다.,064-740-6000,제주특별자치도청,2022-12-01
585,알오름(성산읍),오름,관광지,제주특별자치도 서귀포시 성산읍 시흥상동로,,33.476496,126.897007,,,,,,,성산읍 시흥리 시흥초등학교 뒤편에 위치한 오름으로· 시흥초등학교 남쪽으로 난 농로를 따라가면 오름 정상까지 오를 수 있으며· 이 길은 오름 분화구내를 관통하여 구좌읍 종달리로 연결되어 있다.,064-710-2114,제주특별자치도청,2022-12-01
586,알오름(표선면),오름,관광지,,제주특별자치도 제주시 구좌읍 종달리 산 13-1,33.327727,126.777379,101200,공식안내소+공중화장실(2동)+구급함,호텔+리조트+펜션+게스트하우스,,22000,0,제주경마공원 북동쪽에 있는 산업도로변에 있는 ‘알오름’은 올레 1코스의 한 부분으로 관광객들이 자주 찾는 오름이다. ‘알오름’은 생김새가 새알과 같다 하여 붙여진 이름이다. 높직한 숲언덕에 빙 둘러져 있어 둥그스름하며 분화구가 없다. 오름을 오르고 내려오는 데 약 1시간 여 정도 밖에 걸리지 않는 비교적 낮은 오름이기 때문에 부모님이나 아이들과 같이 오르기에도 부담이 없다.,064-740-6000,제주특별자치도청,2022-12-01
587,알작지해변,자연,관광지,제주특별자치도 제주시 테우해안로 60,제주특별자치도 제주시 내도동 465-2,33.496153,126.440321,3413,화장실,호텔+펜션+민박,,742,50,알작지는 제주시 내도동에 위치한 해변으로 공항에서 20분 내에 도착할 수 있다. 기존에는 인근 도민들만 찾던 한적한 곳이었으나. '알작지'라는 명칭이 붙으면서 유명세를 타기 시작했다. 해수욕을 즐기기엔 부적합하지만· 독특한 풍경과 몽돌소리가 주는 특유의 편안함이 있어 힐링을 위해 연중 관광객이 찾는다. 알작지는 동그란 알의 모양을 하고 있는 돌멩이 모양에· 돌멩이를 뜻하는 ‘작지’라는 제주도 말이 더해져 만들어진 명칭이다,064-712-7000,제주특별자치도청,2022-12-01
588,알진오름(안친오름),오름,관광지,,제주특별자치도 제주시 구좌읍 송당리 880,33.477615,126.78664,4684,,펜션+게스트하우스,,1000,0,아진오름· 좌악(座岳)· 좌치악(座置岳)· 아친악(雅親岳) 등 여러 별칭이 있다. 모두 오름의 형상이 두 다리를 벌리고 앉아 있는 사람의 모양과 닮은 데서 유래한 명칭이다. 높이 192m· 둘레 924m· 총면적 4만 6443m² 규모의 기생 화산이다. 전체적으로 나지막하며 북쪽 비탈면에 북쪽으로 입구가 벌어진 말굽형 분화구가 있고· 분화구 안쪽의 넓은 풀밭 한가운데에는 여러 기의 묘가 자리 잡고 있다.,064-740-6000,제주특별자치도청,2022-12-01
589,애월 하물,자연,관광지,제주특별자치도 제주시 애월읍 애월로11길 6,제주특별자치도 제주시 애월읍 애월리 1727-4,33.464856,126.320663,111,,,,,,애월리 마을 중심에 위치한 애월 하물은 한국 명수 100선에 선정된 용천수이다. 과거 하물은 여성용으로 작은 칸은 식수로 다른 넓은 칸은 채소나 빨래· 목욕을 하는 데 사용되었다. 옆에는 정자가 있는 하물공원과 애월의원이 있고 인근에는 애월항과 애월초등학교가 있다. 하물의 물길은 길 아래로 이어져 애월포로 흘러들어 간다.,064-712-6988,제주특별자치도청,2022-12-01
590,애월연대,자연,관광지,,제주특별자치도 제주시 애월읍 애월리 1975,33.465366,126.313366,109,,,,,,애월 연대는 애월리 ‘연디왓’이라 불리는 곳에 자리잡고 있으며· 애월성에서 서쪽 500m 지점이다. 바닷가에서 450m 정도 떨어진 동산 위에 세워져 있는데· 제주도에 있는 여러 연대 가운데 비교적 큰 편에 속한다.,064-712-6988,제주특별자치도청,2022-12-01
591,애월한담해안산책로,자연,관광지,,제주특별자치도 제주시 애월읍 곽지리 1359,33.459057,126.310599,1900,무료주차장+공중화장실(2동),,,,15,‘곽금올레길’이라고도 부르는 한담해안산책로는 애월항에서 곽지과물해변까지 해안을 따라서 조성된 산책로이다. 주변 경관과 조화를 이루고 있어 아름답다. 총 길이는 1.2km이며· 바로 옆에 파도가 첨벙거리는 해안 길을 따라 걸을 수 있다. 2009년 제주시가 기존의 관광 명소 이외에 제주시 일대의 대표적인 장소 31곳을 선정해 발표한 '제주시의 숨은 비경' 31곳 중 하 나이기도 하다.,064-712-6988,제주특별자치도청,2022-12-01
592,애월해안도로,자연,관광지,제주특별자치도 제주시 애월읍 애월해안로,,33.471775,126.344892,70400,,,,,,북서부의 해안선을 따라서 이어진 애월해안도로는 빼어난 제주의 바다 풍경을 감상할 수 있는 약 9km의 드라이브 코스이다. 자전거 전용도로와 도보길도 잘 갖추어져 있어 드라이브 외에도 사이클링과 산책 등의 방법으로 다양하게 즐길 수 있다. 특히· '제주특별자치도 환상 자전거길' 위에 있어 자전거 여행자들의 사랑을 받는다.,064-712-6988,제주특별자치도청,2022-12-01
593,애월환해장성,자연,관광지,제주특별자치도 제주시 애월읍 애월로3길 60,제주특별자치도 제주시 애월읍 애월리 1957,33.468108,126.313203,2400,,,,,,환해장성'이란 제주특별자치도 해안선 약 120㎞에 쌓은 석성을 말하는데· 고려 원종 11년에 몽골과의 강화를 반대하는 삼별초군이 탐라로 들어가는 것을 방어하기 위해 조정에서 쌓게 하였다. 이후에는 지속적으로 정비되며 조선시대까지 왜구의 침입을 방어하는 역할도 하였다.,064-712-6988,제주특별자치도청,2022-12-01
594,약천사,사찰,관광지,제주특별자치도 서귀포시 이어도로 293-28,제주특별자치도 서귀포시 대포동 1161,33.245184,126.44984,56280.61,주차장+화장실,게스트하우스+관광호텔,,,30, 사찰 이름은 봄부터 가을까지 물이 솟는 샘물과 사철 흐르는 약수가 있는 연못 때문에 붙여졌다. 동양 최대 크기의 법당을 자랑하는 절로 1981년 주지로 부임한 혜인에 의해 불사가 크게 일어나 1996년 대적 광전이 세워져 유명해졌다. 29m 높이의 대적 광전은 조선 초기 불교 건축 양식을 띤 콘크리트 건물로 지하 1층· 지상 5층이 통층으로 되어 있고· 법당 앞 종각에는 효도를 강조하는 글과 그림이 새겨진 18t 무게의 범종이 걸려 있다. 사찰에는 조선 시대 임금인 문종과 현덕왕후· 영친왕· 이방자 여사 등 4인의 위패가 모셔져 있다.,064-738-5000,대한불교조계종,2022-12-01
